town,#rooms,storey_range_processed,floor_area_sqm,flat_model,remaining_lease
ANG MO KIO,2,4,44,Improved,61
ANG MO KIO,3,1,67,New Generation,60
ANG MO KIO,3,1,67,New Generation,62
ANG MO KIO,3,2,68,New Generation,62
ANG MO KIO,3,1,67,New Generation,62
ANG MO KIO,3,1,68,New Generation,63
ANG MO KIO,3,2,68,New Generation,61
ANG MO KIO,3,2,67,New Generation,58
ANG MO KIO,3,2,68,New Generation,61
ANG MO KIO,3,1,67,New Generation,61
ANG MO KIO,3,1,68,New Generation,62
ANG MO KIO,3,4,67,New Generation,59
ANG MO KIO,3,2,67,New Generation,59
ANG MO KIO,3,3,67,New Generation,59
ANG MO KIO,3,3,68,New Generation,62
ANG MO KIO,3,2,67,New Generation,60
ANG MO KIO,3,4,67,New Generation,61
ANG MO KIO,3,2,68,New Generation,62
ANG MO KIO,3,3,67,New Generation,61
ANG MO KIO,3,2,68,New Generation,62
ANG MO KIO,3,3,67,New Generation,60
ANG MO KIO,3,2,73,New Generation,59
ANG MO KIO,3,4,67,New Generation,61
ANG MO KIO,3,1,67,New Generation,59
ANG MO KIO,3,2,67,New Generation,61
ANG MO KIO,3,3,74,New Generation,60
ANG MO KIO,3,3,68,New Generation,63
ANG MO KIO,3,4,73,New Generation,59
ANG MO KIO,3,3,68,New Generation,63
ANG MO KIO,3,4,82,New Generation,62
ANG MO KIO,3,4,73,New Generation,60
ANG MO KIO,3,3,82,New Generation,62
ANG MO KIO,3,1,81,New Generation,62
ANG MO KIO,4,4,92,New Generation,61
ANG MO KIO,4,3,91,New Generation,61
ANG MO KIO,4,1,94,New Generation,63
ANG MO KIO,4,1,92,New Generation,63
ANG MO KIO,4,1,98,New Generation,61
ANG MO KIO,4,2,97,New Generation,59
ANG MO KIO,4,2,92,New Generation,61
ANG MO KIO,4,2,91,New Generation,62
ANG MO KIO,4,2,92,New Generation,62
ANG MO KIO,4,2,97,New Generation,58
ANG MO KIO,4,4,97,New Generation,59
ANG MO KIO,4,4,99,New Generation,62
ANG MO KIO,4,4,98,New Generation,60
ANG MO KIO,4,5,90,DBSS,93
ANG MO KIO,4,7,91,DBSS,93
ANG MO KIO,4,8,91,DBSS,93
ANG MO KIO,5,1,117,Standard,60
ANG MO KIO,5,5,119,Improved,61
ANG MO KIO,5,7,118,Improved,62
ANG MO KIO,5,5,119,Improved,62
ANG MO KIO,5,4,112,DBSS,93
ANG MO KIO,5,4,121,Improved,94
ANG MO KIO,6,3,147,Apartment,78
BEDOK,2,2,45,Improved,60
BEDOK,3,2,68,New Generation,62
BEDOK,3,3,59,Improved,60
BEDOK,3,1,68,New Generation,62
BEDOK,3,1,59,Improved,58
BEDOK,3,2,63,Simplified,70
BEDOK,3,2,68,New Generation,63
BEDOK,3,2,68,New Generation,63
BEDOK,3,4,70,New Generation,67
BEDOK,3,5,68,New Generation,61
BEDOK,3,4,60,Improved,68
BEDOK,3,2,68,New Generation,62
BEDOK,3,4,60,Improved,68
BEDOK,3,4,67,New Generation,68
BEDOK,3,5,65,Improved,58
BEDOK,3,3,65,Improved,56
BEDOK,3,5,60,Improved,67
BEDOK,3,3,60,Improved,67
BEDOK,3,2,67,New Generation,59
BEDOK,3,3,68,New Generation,63
BEDOK,3,1,67,New Generation,67
BEDOK,3,3,68,New Generation,63
BEDOK,3,2,75,Model A,66
BEDOK,3,3,70,Improved,60
BEDOK,3,4,65,Improved,58
BEDOK,3,2,66,Improved,65
BEDOK,3,3,68,New Generation,63
BEDOK,3,4,67,New Generation,61
BEDOK,3,2,73,New Generation,60
BEDOK,3,4,82,New Generation,61
BEDOK,3,1,82,New Generation,67
BEDOK,3,2,82,New Generation,62
BEDOK,4,2,84,Simplified,69
BEDOK,4,5,90,Improved,59
BEDOK,4,2,84,Improved,59
BEDOK,4,4,90,Improved,59
BEDOK,4,2,82,Improved,58
BEDOK,4,5,82,Improved,58
BEDOK,4,1,91,New Generation,60
BEDOK,4,2,91,New Generation,60
BEDOK,4,3,84,Simplified,69
BEDOK,4,5,84,Simplified,69
BEDOK,4,1,91,New Generation,60
BEDOK,4,3,84,Simplified,68
BEDOK,4,3,84,Simplified,68
BEDOK,4,3,92,New Generation,60
BEDOK,4,1,91,New Generation,62
BEDOK,4,2,93,New Generation,62
BEDOK,4,3,98,New Generation,64
BEDOK,4,5,91,New Generation,60
BEDOK,4,4,92,New Generation,60
BEDOK,4,2,104,Model A,66
BEDOK,4,2,105,Premium Apartment,83
BEDOK,4,5,90,Model A,83
BEDOK,4,3,92,Model A,87
BEDOK,4,2,104,Model A,71
BEDOK,4,4,97,Model A,92
BEDOK,5,1,120,Improved,64
BEDOK,5,3,130,Adjoined flat,54
BEDOK,5,2,132,Model A,78
BEDOK,5,6,119,Improved,60
BEDOK,5,6,115,Premium Apartment,82
BEDOK,5,5,122,Improved,75
BEDOK,5,2,137,Model A-Maisonette,66
BEDOK,5,1,139,Model A-Maisonette,66
BEDOK,5,5,112,Improved,92
BEDOK,6,2,143,Apartment,75
BEDOK,6,1,146,Maisonette,68
BEDOK,6,4,145,Apartment,75
BEDOK,6,4,141,Apartment,75
BISHAN,3,4,68,Improved,55
BISHAN,3,4,64,Simplified,68
BISHAN,3,2,64,Simplified,67
BISHAN,4,2,84,Simplified,70
BISHAN,4,2,84,Simplified,70
BISHAN,4,2,84,Simplified,68
BISHAN,4,2,83,Simplified,69
BISHAN,4,1,84,Simplified,69
BISHAN,4,3,84,Simplified,67
BISHAN,4,3,84,Simplified,68
BISHAN,4,1,83,Simplified,69
BISHAN,4,5,108,Model A,74
BISHAN,4,12,95,DBSS,93
BISHAN,5,2,139,Model A,74
BISHAN,5,1,121,Improved,69
BISHAN,5,3,123,Improved,72
BISHAN,5,8,120,Improved,68
BISHAN,5,3,121,Improved,69
BISHAN,5,3,121,Improved,67
BISHAN,5,2,120,DBSS,93
BISHAN,6,2,146,Maisonette,74
BISHAN,6,2,143,Maisonette,68
BUKIT BATOK,3,1,64,Simplified,69
BUKIT BATOK,3,2,64,Simplified,69
BUKIT BATOK,3,2,68,New Generation,66
BUKIT BATOK,3,4,60,Improved,69
BUKIT BATOK,3,1,73,Model A,69
BUKIT BATOK,3,2,67,New Generation,66
BUKIT BATOK,3,1,67,New Generation,67
BUKIT BATOK,3,3,69,New Generation,67
BUKIT BATOK,3,3,73,Model A,66
BUKIT BATOK,3,2,67,New Generation,67
BUKIT BATOK,3,3,73,Model A,68
BUKIT BATOK,3,3,67,New Generation,67
BUKIT BATOK,3,1,69,New Generation,66
BUKIT BATOK,3,3,73,Model A,67
BUKIT BATOK,3,2,73,Model A,66
BUKIT BATOK,3,1,67,New Generation,80
BUKIT BATOK,3,2,73,Model A,67
BUKIT BATOK,3,3,68,New Generation,69
BUKIT BATOK,3,4,67,New Generation,66
BUKIT BATOK,3,4,73,Model A,66
BUKIT BATOK,3,4,73,Model A,66
BUKIT BATOK,3,2,69,New Generation,67
BUKIT BATOK,3,3,68,New Generation,66
BUKIT BATOK,4,4,84,Simplified,67
BUKIT BATOK,4,1,103,Model A,69
BUKIT BATOK,4,6,102,Model A,80
BUKIT BATOK,4,2,91,New Generation,67
BUKIT BATOK,4,3,103,Model A,67
BUKIT BATOK,4,1,100,Model A,80
BUKIT BATOK,4,3,92,Model A,86
BUKIT BATOK,4,1,104,Model A,71
BUKIT BATOK,4,2,103,Model A,71
BUKIT BATOK,4,1,107,Model A,67
BUKIT BATOK,4,1,108,Model A,67
BUKIT BATOK,4,5,90,Model A,86
BUKIT BATOK,4,6,92,Model A,86
BUKIT BATOK,4,5,98,Model A,79
BUKIT BATOK,4,3,104,Model A,65
BUKIT BATOK,4,4,104,Model A,67
BUKIT BATOK,4,8,86,Model A,86
BUKIT BATOK,4,4,104,Model A,67
BUKIT BATOK,4,5,99,Model A,79
BUKIT BATOK,4,3,101,Model A,79
BUKIT BATOK,5,5,121,Improved,80
BUKIT BATOK,6,4,150,Maisonette,66
BUKIT BATOK,6,1,155,Maisonette,67
BUKIT BATOK,6,5,144,Apartment,79
BUKIT MERAH,2,3,34,Standard,53
BUKIT MERAH,2,3,34,Standard,53
BUKIT MERAH,2,3,45,Improved,58
BUKIT MERAH,2,3,51,Standard,53
BUKIT MERAH,3,2,65,Improved,57
BUKIT MERAH,3,2,54,Standard,52
BUKIT MERAH,3,4,59,Improved,58
BUKIT MERAH,3,4,59,Improved,58
BUKIT MERAH,3,1,67,New Generation,61
BUKIT MERAH,3,1,65,Improved,58
BUKIT MERAH,3,2,58,Standard,51
BUKIT MERAH,3,2,73,New Generation,58
BUKIT MERAH,3,4,67,New Generation,61
BUKIT MERAH,3,3,67,New Generation,58
BUKIT MERAH,3,2,59,Improved,56
BUKIT MERAH,3,3,65,Improved,58
BUKIT MERAH,3,3,65,Improved,58
BUKIT MERAH,3,3,59,Standard,53
BUKIT MERAH,3,2,65,Improved,64
BUKIT MERAH,3,3,73,New Generation,60
BUKIT MERAH,3,1,76,Improved,55
BUKIT MERAH,3,2,67,New Generation,61
BUKIT MERAH,3,5,68,Premium Apartment,95
BUKIT MERAH,3,1,88,Standard,55
BUKIT MERAH,3,1,88,Standard,55
BUKIT MERAH,3,1,77,Standard,55
BUKIT MERAH,3,8,69,Model A,95
BUKIT MERAH,4,1,74,Standard,52
BUKIT MERAH,4,2,82,Improved,57
BUKIT MERAH,4,3,81,Improved,57
BUKIT MERAH,4,2,106,Model A,67
BUKIT MERAH,4,2,104,Model A,66
BUKIT MERAH,4,4,88,Improved,58
BUKIT MERAH,4,5,100,Model A,82
BUKIT MERAH,4,6,100,Model A,79
BUKIT MERAH,4,2,100,Model A,79
BUKIT MERAH,4,1,91,New Generation,67
BUKIT MERAH,4,5,103,Model A,79
BUKIT MERAH,4,2,95,Premium Apartment,95
BUKIT MERAH,4,2,95,Premium Apartment,95
BUKIT MERAH,4,2,95,Premium Apartment,95
BUKIT MERAH,4,2,90,Model A,90
BUKIT MERAH,4,2,100,Model A,87
BUKIT MERAH,4,7,90,Model A,87
BUKIT MERAH,4,5,85,Model A,90
BUKIT MERAH,4,8,85,Model A,90
BUKIT MERAH,4,10,89,Model A,95
BUKIT MERAH,4,10,95,Premium Apartment,95
BUKIT MERAH,4,3,81,Improved,57
BUKIT MERAH,5,1,115,Improved,82
BUKIT MERAH,5,1,122,Improved,68
BUKIT MERAH,5,5,120,Improved,81
BUKIT MERAH,5,4,134,Model A,66
BUKIT MERAH,5,6,118,Standard,60
BUKIT MERAH,5,3,117,Improved,56
BUKIT MERAH,5,5,119,Improved,65
BUKIT PANJANG,3,4,73,Model A,70
BUKIT PANJANG,3,1,73,Model A,70
BUKIT PANJANG,3,3,73,Model A,71
BUKIT PANJANG,3,5,68,Premium Apartment,94
BUKIT PANJANG,4,2,101,Model A,80
BUKIT PANJANG,4,2,90,Model A,83
BUKIT PANJANG,4,1,104,Model A,70
BUKIT PANJANG,4,4,104,Model A,71
BUKIT PANJANG,4,2,101,Model A,81
BUKIT PANJANG,4,3,90,Model A,83
BUKIT PANJANG,4,2,103,Model A,70
BUKIT PANJANG,4,3,108,Model A,70
BUKIT PANJANG,4,4,91,Premium Apartment,85
BUKIT PANJANG,4,2,103,Model A,70
BUKIT PANJANG,4,6,91,Premium Apartment,85
BUKIT PANJANG,4,1,100,Model A,81
BUKIT PANJANG,4,3,102,Model A,80
BUKIT PANJANG,4,4,104,Model A,69
BUKIT PANJANG,4,3,104,Model A,69
BUKIT PANJANG,4,4,102,Model A,80
BUKIT PANJANG,4,3,91,Premium Apartment,83
BUKIT PANJANG,4,4,90,Model A,83
BUKIT PANJANG,4,3,100,Model A,81
BUKIT PANJANG,4,8,93,Premium Apartment,86
BUKIT PANJANG,4,3,93,Premium Apartment,94
BUKIT PANJANG,4,5,101,Model A,79
BUKIT PANJANG,5,2,122,Improved,71
BUKIT PANJANG,5,6,110,Premium Apartment,84
BUKIT PANJANG,5,1,122,Improved,70
BUKIT PANJANG,5,1,122,Improved,80
BUKIT PANJANG,5,2,121,Improved,81
BUKIT PANJANG,5,3,122,Improved,70
BUKIT PANJANG,5,4,122,Improved,70
BUKIT PANJANG,5,5,111,Improved,84
BUKIT PANJANG,5,6,111,Premium Apartment,83
BUKIT PANJANG,5,6,120,Improved,81
BUKIT PANJANG,5,3,121,Improved,80
BUKIT PANJANG,5,3,121,Improved,80
BUKIT PANJANG,5,4,121,Improved,80
BUKIT PANJANG,5,2,122,Improved,79
BUKIT PANJANG,5,3,110,Improved,83
BUKIT PANJANG,5,10,121,Improved,81
BUKIT PANJANG,6,1,130,Premium Apartment,83
BUKIT PANJANG,6,2,151,Apartment,70
BUKIT PANJANG,6,1,146,Maisonette,70
BUKIT TIMAH,4,3,104,Model A,70
BUKIT TIMAH,5,4,120,Standard,56
BUKIT TIMAH,6,1,146,Maisonette,70
CENTRAL AREA,2,2,55,Improved,64
CENTRAL AREA,3,1,84,Model A,66
CENTRAL AREA,3,6,68,Improved,68
CENTRAL AREA,3,3,66,Standard,65
CENTRAL AREA,3,3,59,Improved,59
CENTRAL AREA,3,6,68,Improved,61
CENTRAL AREA,3,6,68,Improved,61
CENTRAL AREA,4,6,82,Improved,62
CENTRAL AREA,4,2,93,Type S1,93
CENTRAL AREA,4,2,95,Type S1,93
CENTRAL AREA,4,13,95,Type S1,93
CENTRAL AREA,5,17,105,Type S2,93
CHOA CHU KANG,3,4,73,Model A,71
CHOA CHU KANG,3,2,73,Model A,71
CHOA CHU KANG,3,3,73,Model A,71
CHOA CHU KANG,4,2,104,Premium Apartment,82
CHOA CHU KANG,4,1,103,Model A,71
CHOA CHU KANG,4,1,104,Model A,75
CHOA CHU KANG,4,1,90,Model A,85
CHOA CHU KANG,4,2,103,Model A,71
CHOA CHU KANG,4,2,104,Model A,74
CHOA CHU KANG,4,3,105,Premium Apartment,81
CHOA CHU KANG,4,1,102,Model A,78
CHOA CHU KANG,4,1,104,Model A,71
CHOA CHU KANG,4,2,110,Model A,72
CHOA CHU KANG,4,2,91,Model A2,80
CHOA CHU KANG,4,2,104,Model A,75
CHOA CHU KANG,4,1,104,Model A,75
CHOA CHU KANG,4,2,104,Model A,72
CHOA CHU KANG,4,2,104,Model A,75
CHOA CHU KANG,4,4,104,Model A,74
CHOA CHU KANG,4,1,107,Model A,78
CHOA CHU KANG,4,2,104,Premium Apartment,81
CHOA CHU KANG,4,4,106,Model A,75
CHOA CHU KANG,4,1,106,Model A,78
CHOA CHU KANG,4,4,123,Model A,74
CHOA CHU KANG,4,1,113,Premium Apartment,80
CHOA CHU KANG,4,4,108,Model A,75
CHOA CHU KANG,4,5,123,Model A,74
CHOA CHU KANG,4,5,106,Model A,75
CHOA CHU KANG,5,2,123,Premium Apartment,82
CHOA CHU KANG,5,3,110,Improved,84
CHOA CHU KANG,5,4,110,Improved,85
CHOA CHU KANG,5,6,110,Improved,84
CHOA CHU KANG,5,2,126,Improved,77
CHOA CHU KANG,5,2,124,Improved,77
CHOA CHU KANG,5,7,110,Improved,85
CHOA CHU KANG,5,5,120,Improved,81
CHOA CHU KANG,5,2,123,Improved,75
CHOA CHU KANG,5,3,121,Improved,79
CHOA CHU KANG,5,4,131,Model A,78
CHOA CHU KANG,6,4,141,Premium Apartment,82
CHOA CHU KANG,6,3,141,Premium Apartment,81
CHOA CHU KANG,6,2,147,Maisonette,78
CHOA CHU KANG,6,6,141,Apartment,81
CHOA CHU KANG,6,5,142,Apartment,71
CLEMENTI,3,2,68,New Generation,63
CLEMENTI,3,2,68,New Generation,63
CLEMENTI,3,2,67,New Generation,62
CLEMENTI,3,2,67,New Generation,61
CLEMENTI,3,2,68,New Generation,63
CLEMENTI,3,4,67,New Generation,61
CLEMENTI,3,1,67,New Generation,66
CLEMENTI,3,3,67,New Generation,61
CLEMENTI,3,4,67,New Generation,60
CLEMENTI,3,4,67,New Generation,60
CLEMENTI,3,5,82,New Generation,62
CLEMENTI,3,4,67,New Generation,61
CLEMENTI,3,2,82,New Generation,60
CLEMENTI,3,1,82,New Generation,63
CLEMENTI,3,2,82,New Generation,62
CLEMENTI,3,5,70,Model A,95
CLEMENTI,4,1,93,New Generation,62
CLEMENTI,4,1,92,New Generation,63
CLEMENTI,4,2,91,New Generation,62
CLEMENTI,4,1,103,Model A,65
CLEMENTI,4,4,91,New Generation,63
CLEMENTI,4,1,92,New Generation,61
CLEMENTI,4,4,97,New Generation,60
CLEMENTI,4,2,91,New Generation,60
CLEMENTI,4,4,92,New Generation,61
CLEMENTI,4,3,90,Model A,88
CLEMENTI,5,1,118,Improved,63
CLEMENTI,5,3,118,Improved,63
GEYLANG,2,3,42,Standard,53
GEYLANG,2,4,42,Standard,53
GEYLANG,2,4,46,Standard,55
GEYLANG,3,1,60,Standard,49
GEYLANG,3,2,60,Standard,49
GEYLANG,3,1,56,Standard,51
GEYLANG,3,1,61,Standard,51
GEYLANG,3,2,64,Standard,50
GEYLANG,3,2,59,Standard,54
GEYLANG,3,1,60,Standard,49
GEYLANG,3,1,59,Standard,49
GEYLANG,3,1,55,Standard,51
GEYLANG,3,3,57,Standard,55
GEYLANG,3,2,59,Improved,59
GEYLANG,3,2,61,Standard,51
GEYLANG,3,2,64,Simplified,82
GEYLANG,3,2,65,Improved,58
GEYLANG,3,3,56,Standard,51
GEYLANG,3,5,72,Standard,53
GEYLANG,3,4,65,Improved,58
GEYLANG,3,4,74,Model A,65
GEYLANG,3,6,60,Model A,89
GEYLANG,4,1,84,Simplified,67
GEYLANG,4,1,109,Model A,72
GEYLANG,4,4,91,New Generation,67
GEYLANG,4,3,104,Model A,72
GEYLANG,4,2,110,Model A,78
GEYLANG,4,4,91,New Generation,64
GEYLANG,4,4,92,New Generation,58
GEYLANG,5,1,123,Improved,68
GEYLANG,5,4,142,Model A-Maisonette,66
GEYLANG,5,4,120,Improved,80
HOUGANG,2,4,47,Model A,94
HOUGANG,3,1,73,New Generation,60
HOUGANG,3,1,60,Improved,69
HOUGANG,3,1,67,New Generation,60
HOUGANG,3,1,67,New Generation,66
HOUGANG,3,1,60,Improved,67
HOUGANG,3,2,69,Improved,67
HOUGANG,3,2,68,New Generation,65
HOUGANG,3,2,64,Simplified,68
HOUGANG,3,3,64,Simplified,68
HOUGANG,3,2,64,Simplified,68
HOUGANG,3,1,67,New Generation,65
HOUGANG,3,3,73,New Generation,60
HOUGANG,3,4,67,New Generation,65
HOUGANG,3,3,67,New Generation,65
HOUGANG,3,2,67,New Generation,66
HOUGANG,4,3,98,New Generation,67
HOUGANG,4,1,85,Simplified,71
HOUGANG,4,1,93,New Generation,75
HOUGANG,4,1,91,New Generation,67
HOUGANG,4,2,93,New Generation,65
HOUGANG,4,4,84,Simplified,67
HOUGANG,4,2,91,New Generation,67
HOUGANG,4,1,104,Model A,69
HOUGANG,4,2,92,Model A2,79
HOUGANG,4,2,104,Model A,65
HOUGANG,4,2,104,Model A,67
HOUGANG,4,3,105,Model A,71
HOUGANG,4,4,101,Model A,80
HOUGANG,4,3,103,Model A,73
HOUGANG,4,3,100,Model A,80
HOUGANG,4,5,96,New Generation,66
HOUGANG,4,2,105,Model A,72
HOUGANG,4,4,104,Model A,68
HOUGANG,4,3,91,New Generation,68
HOUGANG,4,5,113,Model A,72
HOUGANG,4,4,108,Model A,66
HOUGANG,4,4,103,Model A,74
HOUGANG,4,2,105,Model A,74
HOUGANG,4,5,104,Model A,74
HOUGANG,5,1,120,Improved,80
HOUGANG,5,3,121,Improved,79
HOUGANG,5,2,116,Improved,81
HOUGANG,5,1,120,Improved,80
HOUGANG,5,3,110,Improved,86
HOUGANG,5,6,110,Improved,85
HOUGANG,5,4,118,Improved,79
HOUGANG,5,3,121,Improved,80
HOUGANG,5,5,122,Improved,80
HOUGANG,5,4,117,Improved,79
HOUGANG,5,6,120,Improved,80
HOUGANG,5,2,120,Improved,79
HOUGANG,5,4,122,Improved,68
HOUGANG,5,4,115,Improved,81
HOUGANG,5,4,120,Improved,80
HOUGANG,5,3,128,Improved,74
HOUGANG,5,3,120,Improved,80
HOUGANG,5,1,140,Model A-Maisonette,66
HOUGANG,5,3,124,Improved,74
HOUGANG,5,6,123,Improved,81
HOUGANG,5,5,124,Improved,74
HOUGANG,6,1,141,Apartment,80
HOUGANG,6,1,150,Maisonette,74
HOUGANG,6,2,148,Maisonette,68
HOUGANG,6,1,156,Maisonette,68
HOUGANG,6,4,157,Maisonette,68
JURONG EAST,3,5,72,Improved,61
JURONG EAST,3,2,67,Improved,48
JURONG EAST,3,1,68,New Generation,65
JURONG EAST,3,2,67,New Generation,68
JURONG EAST,3,2,67,New Generation,63
JURONG EAST,3,2,72,Improved,61
JURONG EAST,3,3,74,Model A,65
JURONG EAST,3,2,68,New Generation,65
JURONG EAST,3,4,72,Improved,61
JURONG EAST,3,2,71,New Generation,67
JURONG EAST,3,2,67,New Generation,65
JURONG EAST,3,2,67,New Generation,67
JURONG EAST,3,2,67,New Generation,63
JURONG EAST,3,1,68,New Generation,65
JURONG EAST,3,2,67,New Generation,65
JURONG EAST,3,5,74,Model A,65
JURONG EAST,4,3,91,Model A,85
JURONG EAST,4,1,104,Model A,66
JURONG EAST,4,2,90,New Generation,63
JURONG EAST,4,1,90,Model A2,80
JURONG EAST,4,4,105,Model A,67
JURONG EAST,4,3,104,Model A,65
JURONG EAST,4,5,104,Model A,66
JURONG EAST,4,7,92,Model A,95
JURONG EAST,4,2,101,Model A,80
JURONG EAST,4,9,92,Model A,95
JURONG EAST,4,2,100,Model A,81
JURONG EAST,4,5,102,Model A,81
JURONG EAST,4,4,100,Model A,82
JURONG EAST,4,2,101,Model A,80
JURONG EAST,5,4,131,Model A,66
JURONG EAST,5,6,117,Standard,61
JURONG EAST,5,2,120,Improved,63
JURONG EAST,5,4,134,Model A,66
JURONG EAST,5,6,120,Improved,66
JURONG EAST,6,1,144,Apartment,68
JURONG WEST,2,1,56,Premium Apartment,90
JURONG WEST,2,3,52,Premium Apartment,90
JURONG WEST,3,7,59,Improved,57
JURONG WEST,3,1,67,Improved,54
JURONG WEST,3,2,59,Improved,60
JURONG WEST,3,3,67,Improved,53
JURONG WEST,3,4,59,Improved,60
JURONG WEST,3,4,67,Improved,54
JURONG WEST,3,2,73,Model A,70
JURONG WEST,3,3,64,Simplified,67
JURONG WEST,3,3,73,Model A,71
JURONG WEST,3,2,73,Model A,70
JURONG WEST,3,2,73,Model A,71
JURONG WEST,3,7,65,Improved,58
JURONG WEST,3,4,73,Model A,70
JURONG WEST,3,1,74,Model A,65
JURONG WEST,3,3,67,New Generation,65
JURONG WEST,3,3,67,New Generation,65
JURONG WEST,3,3,74,Model A,66
JURONG WEST,3,1,79,Model A,66
JURONG WEST,3,2,74,Model A,66
JURONG WEST,3,3,82,New Generation,64
JURONG WEST,4,2,104,Model A,72
JURONG WEST,4,3,96,Model A,83
JURONG WEST,4,1,108,Model A,78
JURONG WEST,4,5,85,Model A2,84
JURONG WEST,4,1,107,Model A,77
JURONG WEST,4,3,106,Model A,78
JURONG WEST,4,2,111,Model A,72
JURONG WEST,4,5,90,Model A,83
JURONG WEST,4,3,103,Model A,71
JURONG WEST,4,2,108,Model A,78
JURONG WEST,4,4,104,Model A,71
JURONG WEST,4,2,107,Model A,76
JURONG WEST,4,3,108,Model A,78
JURONG WEST,4,3,105,Model A,71
JURONG WEST,4,2,104,Model A,72
JURONG WEST,4,4,106,Model A,75
JURONG WEST,4,1,107,Model A,78
JURONG WEST,4,2,103,Model A,67
JURONG WEST,4,2,103,Model A,71
JURONG WEST,4,2,109,Model A,76
JURONG WEST,4,2,96,Model A,83
JURONG WEST,4,4,110,Model A,78
JURONG WEST,4,3,106,Model A,66
JURONG WEST,4,3,106,Model A,67
JURONG WEST,4,4,104,Model A,72
JURONG WEST,4,1,113,Model A,77
JURONG WEST,4,2,103,Model A,67
JURONG WEST,4,4,104,Model A,72
JURONG WEST,4,4,103,Model A,66
JURONG WEST,4,2,104,Model A,67
JURONG WEST,4,2,91,Model A,83
JURONG WEST,4,1,94,Premium Apartment,90
JURONG WEST,4,4,91,Model A,84
JURONG WEST,4,6,103,Model A,79
JURONG WEST,4,3,85,Model A2,84
JURONG WEST,4,3,95,Premium Apartment,82
JURONG WEST,4,3,91,Model A,82
JURONG WEST,4,5,91,Model A,84
JURONG WEST,4,3,112,Model A,77
JURONG WEST,4,5,100,Model A,80
JURONG WEST,4,5,85,Model A2,84
JURONG WEST,4,3,91,Model A,82
JURONG WEST,4,4,91,Model A,83
JURONG WEST,4,3,90,Model A2,82
JURONG WEST,4,4,91,Model A,82
JURONG WEST,4,3,95,Premium Apartment,83
JURONG WEST,4,4,91,Model A,82
JURONG WEST,4,3,91,Model A,82
JURONG WEST,4,4,102,Model A,66
JURONG WEST,4,4,96,Premium Apartment,82
JURONG WEST,4,6,93,Premium Apartment,88
JURONG WEST,4,7,92,Model A,92
JURONG WEST,4,7,92,Model A,92
JURONG WEST,5,3,122,Improved,70
JURONG WEST,5,2,112,Premium Apartment,85
JURONG WEST,5,2,129,Improved,70
JURONG WEST,5,5,111,Improved,83
JURONG WEST,5,2,112,Premium Apartment,85
JURONG WEST,5,3,121,Improved,72
JURONG WEST,5,4,126,Improved,75
JURONG WEST,5,1,128,Improved,75
JURONG WEST,5,3,111,Improved,84
JURONG WEST,5,2,110,Premium Apartment,90
JURONG WEST,5,5,121,Standard,58
JURONG WEST,5,3,133,Model A,66
JURONG WEST,5,2,110,Premium Apartment,90
JURONG WEST,5,4,110,Premium Apartment,90
JURONG WEST,5,2,115,Premium Apartment,83
JURONG WEST,5,1,110,Improved,83
JURONG WEST,5,5,139,Model A,75
JURONG WEST,5,3,111,Improved,84
JURONG WEST,5,3,116,Improved,83
JURONG WEST,5,4,110,Improved,84
JURONG WEST,5,4,115,Premium Apartment,83
JURONG WEST,5,6,110,Improved,83
JURONG WEST,5,3,113,Premium Apartment,83
JURONG WEST,5,6,111,Premium Apartment,82
JURONG WEST,5,4,115,Improved,82
JURONG WEST,6,2,126,Apartment,83
JURONG WEST,6,4,141,Apartment,71
JURONG WEST,6,2,146,Maisonette,73
JURONG WEST,6,3,125,Apartment,84
JURONG WEST,6,2,150,Maisonette,67
JURONG WEST,6,1,132,Premium Apartment,82
JURONG WEST,6,4,130,Apartment,83
JURONG WEST,6,4,133,Premium Apartment,83
JURONG WEST,6,4,130,Apartment,82
JURONG WEST,6,3,132,Premium Apartment,82
JURONG WEST,6,5,130,Apartment,82
JURONG WEST,6,4,130,Apartment,82
KALLANG/WHAMPOA,2,3,48,Standard,52
KALLANG/WHAMPOA,3,3,56,Standard,52
KALLANG/WHAMPOA,3,2,65,Improved,55
KALLANG/WHAMPOA,3,5,59,Improved,58
KALLANG/WHAMPOA,3,2,65,Improved,56
KALLANG/WHAMPOA,3,3,59,Improved,58
KALLANG/WHAMPOA,3,1,68,New Generation,61
KALLANG/WHAMPOA,3,6,65,Improved,56
KALLANG/WHAMPOA,3,4,68,Improved,54
KALLANG/WHAMPOA,3,2,60,Standard,51
KALLANG/WHAMPOA,3,6,75,Improved,63
KALLANG/WHAMPOA,3,4,65,Improved,56
KALLANG/WHAMPOA,3,2,68,New Generation,61
KALLANG/WHAMPOA,3,3,63,Simplified,68
KALLANG/WHAMPOA,3,3,68,New Generation,64
KALLANG/WHAMPOA,3,3,68,New Generation,61
KALLANG/WHAMPOA,3,4,76,Improved,57
KALLANG/WHAMPOA,3,5,68,Improved,61
KALLANG/WHAMPOA,3,1,74,Model A,65
KALLANG/WHAMPOA,3,2,74,Model A,66
KALLANG/WHAMPOA,3,3,62,Model A,86
KALLANG/WHAMPOA,3,4,67,Model A,94
KALLANG/WHAMPOA,4,3,91,Improved,56
KALLANG/WHAMPOA,4,2,83,Simplified,69
KALLANG/WHAMPOA,4,1,85,Model A,86
